,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
6691,K02129.01,CFRM,8.79618433,3.3781,286.3,1.77,938.0,6142.0,4.456,1.046,295.46338,45.81274,Super Earth,Kepler-1111 b
6692,K02209.01,CFRM,18.3027235,8.262,186.7,2.72,902.0,5528.0,3.892,1.839,292.71445,44.082329,Super Earth,Kepler-1142 b
6693,K02210.01,CFRM,2.888904439,1.6043,402.2,1.68,976.0,4895.0,4.589,0.759,287.30283,39.289688,Super Earth,Kepler-1143 b
6694,K02212.01,CFRM,17.14648756,4.2354,440.3,3.64,811.0,5559.0,4.127,1.412,290.04327,47.25798,Super Earth,Kepler-1144 b
6695,K02290.01,CFRM,91.500873,4.842,704.8,1.82,310.0,5051.0,4.628,0.706,296.85101,50.698929,Super Earth,Kepler-1816 b
6696,K02363.01,CFRM,3.13877646,1.6663,174.1,0.97,1022.0,5242.0,4.556,0.722,299.85184,43.732182,Super Earth,Kepler-1832 b
6697,K02366.01,CFRM,25.3690868,4.746,110.1,1.67,755.0,6126.0,4.224,1.406,287.5849,49.154789,Super Earth,Kepler-1209 b
6698,K02367.01,CFRM,6.89213244,1.725,82.0,1.35,1177.0,6164.0,4.227,1.446,290.87137,45.410301,Super Earth,Kepler-1833 b
6699,K02137.01,CFRM,14.97436238,2.4461,265.4,1.28,631.0,5311.0,4.532,0.8,299.23694,45.834702,Super Earth,Kepler-1114 b
6700,K02213.01,CFRM,3.97076603,1.814,349.2,1.6,958.0,5178.0,4.521,0.778,295.30817,43.044411,Super Earth,Kepler-1145 b
6701,K02214.01,CFRM,2.352273912,1.7389,318.6,1.29,1019.0,4816.0,4.608,0.748,286.71661,47.425629,Super Earth,Kepler-1146 b
6702,K02293.01,CFRM,15.03366411,3.272,374.9,1.7,669.0,5523.0,4.526,0.891,298.45013,44.284012,Super Earth,Kepler-1683 b
6703,K02296.01,CFRM,106.247882,13.78,397.4,2.01,377.0,5679.0,4.435,0.972,286.67145,49.406288,Super Earth,Kepler-1177 b
6704,K02372.01,CFRM,5.349791,4.279,88.8,1.29,1156.0,6074.0,4.368,1.183,289.48581,50.94416,Super Earth,Kepler-1213 b
6705,K02374.01,CFRM,5.26211833,3.244,194.5,1.95,1166.0,5587.0,4.188,1.309,299.13617,45.86993,Super Earth,Kepler-382 b
6706,K02374.02,CFRM,12.1628195,2.3161,306.3,3.14,882.0,5587.0,4.188,1.309,299.13617,45.86993,Super Earth,Kepler-382 c
6708,K02143.01,CFRM,4.79029482,2.7219,142.0,1.01,938.0,5412.0,4.562,0.843,292.08478,49.23748,Super Earth,Kepler-1117 b
6709,K02145.01,CFRM,8.32651854,5.483,267.9,1.8,938.0,6057.0,4.45,1.0,297.01913,44.327518,Super Earth,Kepler-1119 b
6710,K02218.01,CFRM,5.53533152,2.793,260.6,1.75,1054.0,5588.0,4.331,1.1,289.388,50.59705,Super Earth,Kepler-373 b
6711,K02218.02,CFRM,16.7261969,2.708,194.9,1.56,729.0,5588.0,4.331,1.1,289.388,50.59705,Super Earth,Kepler-373 c
6712,K02219.01,CFRM,3.757294695,0.9269,273.3,1.23,877.0,4901.0,4.618,0.716,290.26535,40.548649,Super Earth,Kepler-1809 b
6713,K02220.01,CFRM,3.2828024,3.2532,142.5,1.79,1467.0,5640.0,4.087,1.515,294.13791,42.370499,Super Earth,Kepler-374 c
6714,K02297.01,CFRM,4.64495172,3.366,147.4,1.38,1209.0,6047.0,4.343,1.129,284.32852,40.568909,Super Earth,Kepler-1818 b
6715,K02300.01,CFRM,2.685054445,1.0473,252.7,1.46,1137.0,5266.0,4.484,0.829,284.09763,47.810638,Super Earth,Kepler-1179 b
6716,K02302.01,CFRM,16.8600805,5.557,273.4,1.71,765.0,6205.0,4.419,0.973,295.88751,43.156059,Super Earth,Kepler-1180 b
6717,K02072.01,CFRM,1.54320541,2.5779,91.2,1.23,1827.0,5866.0,4.2,1.282,289.35867,50.59848,Super Earth,Kepler-1082 b
6718,K02073.02,CFRM,6.47539108,2.7048,530.6,1.92,793.0,4954.0,4.5,0.828,291.2431,44.00872,Super Earth,Kepler-357 b
6719,K02146.01,CFRM,2.949029106,2.0311,358.3,1.48,1027.0,4983.0,4.512,0.807,290.91449,42.286579,Super Earth,Kepler-1120 b
6720,K02147.01,CFRM,37.8658964,4.782,395.2,2.01,543.0,5757.0,4.431,1.017,291.77164,47.5299,Super Earth,Kepler-362 c
6721,K02148.01,CFRM,11.93205399,6.205,178.5,1.83,905.0,5711.0,4.221,1.391,283.19208,41.305389,Super Earth,Kepler-363 d
6722,K02148.02,CFRM,7.54235832,4.73,132.5,1.59,1054.0,5711.0,4.221,1.391,283.19208,41.305389,Super Earth,Kepler-363 c
6723,K02220.02,CFRM,5.02818253,3.526,181.3,2.03,1272.0,5640.0,4.087,1.515,294.13791,42.370499,Super Earth,Kepler-374 d
6724,K02220.03,CFRM,1.897828815,2.7114,132.4,1.73,1761.0,5640.0,4.087,1.515,294.13791,42.370499,Super Earth,Kepler-374 b
6725,K02223.01,CFRM,1.104462494,1.0458,469.1,1.6,1397.0,5002.0,4.543,0.753,290.95355,45.719528,Super Earth,Kepler-1148 b
6726,K02303.01,CFRM,4.89336495,3.485,138.3,1.6,1374.0,6688.0,4.304,1.347,289.74731,39.523453,Super Earth,Kepler-1181 b
6727,K00221.02,CFRM,5.89661966,3.154,144.0,1.28,1000.0,5392.0,4.314,1.087,285.93069,39.098141,Super Earth,Kepler-495 c
6728,K02075.01,CFRM,2.053341891,2.596,65.5,1.44,1737.0,6084.0,4.204,1.358,290.10196,48.251141,Super Earth,Kepler-1084 b
6729,K02148.03,CFRM,3.61460279,3.227,64.8,1.14,1347.0,5711.0,4.221,1.391,283.19208,41.305389,Super Earth,Kepler-363 b
6730,K02149.01,CFRM,13.15140223,5.439,97.8,1.87,1008.0,6154.0,4.12,1.636,297.78659,47.88612,Super Earth,Kepler-1121 b
6731,K02152.01,CFRM,42.1918331,7.083,488.7,2.35,526.0,5520.0,4.339,1.08,288.28052,46.3409,Super Earth,Kepler-1122 b
6732,K02224.01,CFRM,3.73090026,2.9095,191.2,1.48,1128.0,5709.0,4.489,0.95,294.18927,45.151581,Super Earth,Kepler-1149 b
6733,K02225.01,CFRM,2.787874175,2.0348,197.4,2.33,1432.0,4827.0,3.942,1.727,296.72449,49.532711,Super Earth,Kepler-1150 b
6734,K02153.02,CFRM,25.7457957,7.073,140.3,1.73,753.0,6103.0,4.202,1.383,281.56995,47.398689,Super Earth,Kepler-364 b
6735,K02155.01,CFRM,4.3394569,2.3652,337.4,2.11,1061.0,5330.0,4.366,1.013,294.51767,50.670399,Super Earth,Kepler-1123 b
6736,K02156.01,CFRM,2.852348262,0.7051,1402.9,1.66,621.0,3731.0,4.83,0.433,286.59427,37.891258,Super Earth,Kepler-1124 b
6737,K02227.01,CFRM,65.6480892,5.746,588.7,3.93,485.0,5565.0,4.251,1.246,292.2478,47.878448,Super Earth,Kepler-1151 b
6738,K02316.01,CFRM,17.1369408,6.416,362.1,2.05,775.0,6218.0,4.421,1.077,283.10385,43.148041,Super Earth,Kepler-1188 b
6739,K00238.02,CFRM,26.6951944,4.576,132.6,1.4,706.0,6086.0,4.274,1.216,296.99863,42.78196,Super Earth,Kepler-123 c
6740,K00222.01,CFRM,6.312508525,2.7455,1286.0,2.0,575.0,4090.0,4.696,0.571,287.89163,39.33913,Super Earth,Kepler-120 b
6741,K02086.01,CFRM,7.1329472,4.368,145.0,1.64,1102.0,5862.0,4.194,1.307,288.96124,42.265011,Super Earth,Kepler-60 b
6742,K02086.02,CFRM,8.91901228,4.141,180.6,1.84,1023.0,5862.0,4.194,1.307,288.96124,42.265011,Super Earth,Kepler-60 c
6743,K02160.01,CFRM,17.6700291,6.693,348.4,2.89,778.0,5795.0,4.265,1.247,295.48123,40.731979,Super Earth,Kepler-1125 b
6744,K02162.01,CFRM,108.593113,7.989,338.2,1.68,374.0,5678.0,4.409,0.921,285.69199,45.689388,Super Earth,Kepler-1126 b
6745,K02236.02,CFRM,12.12580644,3.289,327.5,2.5,851.0,5500.0,4.218,1.238,288.61792,48.098412,Super Earth,Kepler-375 b
6746,K00232.05,CFRM,56.2590881,8.114,348.8,2.22,543.0,6038.0,4.284,1.191,291.11188,39.949108,Super Earth,Kepler-122 f
6747,K02317.01,CFRM,3.78861833,2.808,143.4,1.23,1158.0,5560.0,4.379,1.04,298.42633,47.946781,Super Earth,Kepler-1189 b
6748,K02318.01,CFRM,10.45839865,3.154,306.8,1.25,609.0,4641.0,4.557,0.747,284.99963,49.47998,Super Earth,Kepler-1190 b
6749,K02319.01,CFRM,21.1033014,2.059,192.5,1.56,718.0,6000.0,4.363,1.126,283.75482,45.335178,Super Earth,Kepler-1823 b
6750,K02087.01,CFRM,23.1274171,4.901,157.3,1.44,667.0,5865.0,4.393,1.066,281.56146,42.4505,Super Earth,Kepler-1088 b
6751,K02090.01,CFRM,5.132486123,1.4575,908.4,1.69,584.0,3879.0,4.707,0.578,291.09274,49.19006,Super Earth,Kepler-1089 b
6752,K02164.01,CFRM,5.1233204,2.7466,286.2,1.65,994.0,5364.0,4.394,0.982,293.21738,42.720711,Super Earth,Kepler-1127 b
6753,K02242.01,CFRM,1.755843555,1.9425,386.0,1.94,1343.0,5569.0,4.566,0.829,289.14722,45.86618,Super Earth,Kepler-1153 b
6754,K02245.01,CFRM,33.4698571,4.749,370.7,2.45,609.0,5912.0,4.342,1.094,288.82059,39.52282,Super Earth,Kepler-1155 b
6755,K02246.01,CFRM,11.89520436,3.433,184.3,1.33,787.0,5649.0,4.411,0.992,288.92401,46.057629,Super Earth,Kepler-1156 b
6756,K02325.01,CFRM,1.025857984,0.8069,270.7,1.57,1520.0,5123.0,4.501,0.847,292.51398,42.65176,Super Earth,Kepler-1825 b
6757,K02327.01,CFRM,5.60013327,2.6508,329.2,1.73,952.0,5288.0,4.391,0.978,291.65778,48.009312,Super Earth,Kepler-1191 b
6758,K02329.01,CFRM,1.615357809,1.1435,499.6,1.37,806.0,3821.0,4.755,0.486,292.76993,48.89962,Super Earth,Kepler-1826 b
6759,K00222.02,CFRM,12.7945474,3.4197,816.7,1.6,455.0,4090.0,4.696,0.571,287.89163,39.33913,Super Earth,Kepler-120 c
6760,K02095.01,CFRM,1.434745129,1.862,200.7,1.5,1664.0,5806.0,4.4,1.064,299.78546,43.67075,Super Earth,Kepler-1091 b
6761,K02168.01,CFRM,3.28192056,2.917,191.0,1.6,1326.0,5859.0,4.335,1.162,296.85205,49.084438,Super Earth,Kepler-366 b
6762,K02168.02,CFRM,12.51610549,4.853,263.0,1.87,848.0,5859.0,4.335,1.162,296.85205,49.084438,Super Earth,Kepler-366 c
6763,K02247.01,CFRM,4.45743267,2.3226,175.7,0.79,732.0,4487.0,4.644,0.612,283.12103,43.525639,Super Earth,Kepler-1157 b
6764,K02331.01,CFRM,2.832647249,2.306,114.7,1.37,1453.0,5865.0,4.266,1.272,288.14478,51.27562,Super Earth,Kepler-1193 b
6765,K02332.01,CFRM,3.70063251,5.408,68.6,1.24,1329.0,5423.0,4.105,1.404,292.25247,40.792721,Super Earth,Kepler-1827 b
6766,K02333.01,CFRM,3.93083997,2.932,101.4,1.2,1317.0,6038.0,4.284,1.191,282.39462,48.75914,Super Earth,Kepler-380 b
6767,K02333.02,CFRM,7.63008196,2.78,124.0,1.39,1056.0,6038.0,4.284,1.191,282.39462,48.75914,Super Earth,Kepler-380 c
6768,K02335.01,CFRM,16.22378479,2.5462,262.3,1.51,676.0,5547.0,4.46,0.925,291.69955,38.145271,Super Earth,Kepler-1194 b
6769,K02096.01,CFRM,9.76293284,3.064,553.2,1.94,703.0,5052.0,4.503,0.816,300.61969,45.788921,Super Earth,Kepler-1794 b
6770,K02097.01,CFRM,58.601926,5.522,396.4,2.06,508.0,6250.0,4.44,1.019,297.72314,47.112659,Super Earth,Kepler-1092 b
6771,K02098.01,CFRM,25.0823402,6.423,244.6,2.26,776.0,6429.0,4.241,1.262,284.978,41.420158,Super Earth,Kepler-1093 b
6772,K02100.01,CFRM,4.27103727,2.2759,180.4,1.22,1108.0,5984.0,4.521,0.906,293.26245,41.36512,Super Earth,Kepler-1095 b
6773,K02171.01,CFRM,3.53232429,2.765,224.2,1.43,1159.0,5761.0,4.492,0.956,295.65149,49.261292,Super Earth,Kepler-1131 b
6774,K02555.01,CFRM,12.5722897,4.765,86.5,1.09,886.0,6084.0,4.319,1.169,287.85699,40.54718,Super Earth,Kepler-1276 b
6775,K02556.01,CFRM,40.8366307,4.956,264.8,1.5,496.0,5529.0,4.457,0.925,295.10242,40.572392,Super Earth,Kepler-1277 b
6776,K02635.01,CFRM,22.2420032,7.532,63.5,2.04,954.0,5979.0,3.854,2.164,289.03302,40.086891,Super Earth,Kepler-1300 b
6777,K02409.01,CFRM,0.577369336,1.0852,400.4,1.42,1757.0,5255.0,4.617,0.716,296.55307,46.96629,Super Earth,Kepler-1228 b
6778,K02484.01,CFRM,68.8861017,5.925,143.9,1.47,501.0,5753.0,4.2,1.222,283.8851,47.637218,Super Earth,Kepler-1253 b
6779,K02485.01,CFRM,9.99115241,2.657,391.7,1.68,660.0,4838.0,4.524,0.796,285.17334,48.770039,Super Earth,Kepler-1254 b
6780,K02559.01,CFRM,9.30991834,3.455,114.5,1.21,913.0,5806.0,4.353,1.101,291.60675,42.035919,Super Earth,Kepler-1686 b
6781,K02561.01,CFRM,3.23941775,2.569,77.4,0.77,1213.0,6075.0,4.541,0.858,282.95694,42.825619,Super Earth,Kepler-1278 b
6782,K02638.01,CFRM,2.524017517,1.1968,303.0,1.5,1203.0,5420.0,4.487,0.871,293.94116,41.5905,Super Earth,Kepler-1865 b
6783,K02414.01,CFRM,22.5968256,6.179,142.9,1.3,670.0,5610.0,4.301,1.104,286.02612,44.782871,Super Earth,Kepler-384 b
6784,K02414.02,CFRM,45.3486381,4.858,162.9,1.61,531.0,5610.0,4.301,1.104,286.02612,44.782871,Super Earth,Kepler-384 c
6785,K02416.01,CFRM,5.90608902,2.409,340.7,1.77,1012.0,5966.0,4.493,0.961,288.20764,45.683479,Super Earth,Kepler-1837 b
6786,K02488.01,CFRM,12.4128518,4.298,108.1,1.5,933.0,5945.0,4.196,1.346,291.4743,44.68351,Super Earth,Kepler-1256 b
6787,K02491.01,CFRM,2.66831274,2.4141,266.2,1.48,1252.0,5806.0,4.528,0.899,296.07568,45.62706,Super Earth,Kepler-1257 b
6788,K02563.01,CFRM,23.4772553,6.735,141.4,1.34,738.0,6384.0,4.361,1.121,288.09564,40.365971,Super Earth,Kepler-1279 b
6790,K02643.01,CFRM,9.08233411,2.008,296.9,1.35,734.0,5354.0,4.587,0.788,286.60416,42.440319,Super Earth,Kepler-1301 b
6791,K02418.01,CFRM,86.829519,7.464,751.0,1.68,196.0,3576.0,4.791,0.463,297.48669,46.996712,Super Earth,Kepler-1229 b
6792,K02420.01,CFRM,10.41728722,4.125,210.4,1.64,870.0,5557.0,4.288,1.151,288.58835,42.605659,Super Earth,Kepler-1231 b
6793,K02494.01,CFRM,19.1187425,6.805,217.5,2.33,823.0,5862.0,4.148,1.463,295.59125,42.555241,Super Earth,Kepler-1260 b
6794,K00250.03,CFRM,3.543919702,1.8717,507.0,1.21,652.0,3879.0,4.708,0.537,284.94098,46.56654,Super Earth,Kepler-26 d
6795,K02647.01,CFRM,8.83929462,1.719,316.2,1.94,778.0,5330.0,4.491,0.87,290.98923,50.30806,Super Earth,Kepler-1302 b
6796,K02649.01,CFRM,7.56126152,2.851,180.6,1.2,891.0,5853.0,4.529,0.895,284.28714,42.35561,Super Earth,Kepler-1303 b
6797,K02650.01,CFRM,34.9897847,4.208,498.5,1.14,292.0,3765.0,4.725,0.521,293.51108,45.136589,Super Earth,Kepler-395 c
6798,K02650.02,CFRM,7.05429483,1.716,359.3,1.0,497.0,3765.0,4.725,0.521,293.51108,45.136589,Super Earth,Kepler-395 b
6799,K02422.01,CFRM,26.7838935,4.584,365.3,1.59,523.0,5242.0,4.512,0.856,296.55005,49.102322,Super Earth,Kepler-1232 b
6800,K02654.01,CFRM,13.5631157,5.438,336.4,1.75,733.0,5853.0,4.529,0.895,297.33945,46.347252,Super Earth,Kepler-1305 b
6801,K02655.01,CFRM,16.2959916,2.116,369.6,1.83,678.0,5495.0,4.442,0.961,294.47833,46.945862,Super Earth,Kepler-1306 b
6802,K02503.01,CFRM,14.8200596,3.902,184.9,0.96,552.0,4825.0,4.603,0.732,294.39105,44.762959,Super Earth,Kepler-1846 b
6803,K02506.01,CFRM,8.679037,2.864,301.6,1.79,949.0,6117.0,4.42,1.027,288.77182,42.213219,Super Earth,Kepler-1262 b
6804,K02579.01,CFRM,2.7296036,2.721,145.6,1.53,1455.0,5887.0,4.292,1.235,293.98871,46.718021,Super Earth,Kepler-1859 b
6805,K02580.01,CFRM,3.11604194,1.7763,345.2,1.59,1123.0,5591.0,4.559,0.86,295.35446,48.5154,Super Earth,Kepler-1281 b
6806,K02581.01,CFRM,12.7372371,3.358,100.8,0.87,697.0,5420.0,4.502,0.868,294.35092,50.081089,Super Earth,Kepler-1860 b
6807,K02668.01,CFRM,0.679336747,1.2188,240.7,1.4,1883.0,5440.0,4.491,0.913,283.92004,40.740131,Super Earth,Kepler-1310 b
6808,K02433.02,CFRM,10.04378351,5.548,437.9,2.94,951.0,6325.0,4.409,1.112,294.33847,50.33654,Super Earth,Kepler-385 b
6809,K02509.01,CFRM,4.5513988,2.457,188.7,1.13,907.0,5009.0,4.491,0.84,286.48364,46.752621,Super Earth,Kepler-1263 b
6810,K02586.01,CFRM,2.131945045,1.8061,269.4,1.66,1418.0,5845.0,4.469,1.013,290.17618,46.698341,Super Earth,Kepler-1282 b
6811,K02587.01,CFRM,12.9462567,9.568,168.7,1.13,764.0,6058.0,4.54,0.867,295.46234,40.77697,Super Earth,Kepler-1283 b
6812,K02658.01,CFRM,11.6601667,5.882,181.0,2.08,834.0,5791.0,4.381,1.083,286.22464,44.654469,Super Earth,Kepler-1866 b
6813,K02437.01,CFRM,4.14789051,3.829,137.6,1.93,1389.0,6150.0,4.223,1.417,297.90579,40.162861,Super Earth,Kepler-1238 b
6814,K02517.01,CFRM,0.968527683,1.3672,114.6,1.21,1677.0,5580.0,4.538,0.886,289.88437,45.211498,Super Earth,Kepler-1264 b
6815,K02589.01,CFRM,0.664074145,1.0925,212.6,1.19,1703.0,5178.0,4.585,0.797,291.27899,47.687649,Super Earth,Kepler-1284 b
6816,K02440.01,CFRM,4.86638504,2.296,143.8,1.32,1121.0,5688.0,4.333,1.111,282.99973,40.557449,Super Earth,Kepler-1240 b
6817,K02442.01,CFRM,25.1933989,4.62,481.2,1.95,513.0,5009.0,4.491,0.84,289.85889,48.693851,Super Earth,Kepler-386 c
6818,K02520.01,CFRM,6.49441464,2.344,357.3,1.75,732.0,4769.0,4.557,0.742,284.58578,47.079529,Super Earth,Kepler-1265 b
6819,K00248.03,CFRM,2.576571021,1.5997,852.8,1.57,717.0,3834.0,4.708,0.539,292.29459,40.591789,Super Earth,Kepler-49 d
6820,K02595.01,CFRM,9.18244299,4.318,87.6,1.24,1052.0,6194.0,4.242,1.314,290.99527,45.192211,Super Earth,Kepler-393 b
6821,K02595.02,CFRM,14.6134781,5.266,72.8,1.12,901.0,6194.0,4.242,1.314,290.99527,45.192211,Super Earth,Kepler-393 c
6822,K02674.02,CFRM,11.1726723,6.106,76.8,1.5,1019.0,5616.0,4.004,1.674,289.65125,43.824421,Super Earth,Kepler-1311 b
6823,K02674.03,CFRM,2.53573284,3.989,68.0,1.36,1671.0,5616.0,4.004,1.674,289.65125,43.824421,Super Earth,Kepler-1311 c
6824,K02443.01,CFRM,6.79164656,3.343,102.6,1.01,994.0,5772.0,4.351,1.003,287.79819,45.656712,Super Earth,Kepler-387 b
6825,K00245.03,CFRM,13.3669309,3.733,12.2,0.27,656.0,5417.0,4.567,0.772,284.05954,44.518215,Super Earth,Kepler-37 b
6826,K02521.02,CFRM,4.86634094,1.885,366.7,1.94,881.0,4996.0,4.497,0.831,285.86929,42.728088,Super Earth,Kepler-1266 c
6827,K02522.01,CFRM,5.60402307,1.0273,224.9,1.25,774.0,4847.0,4.581,0.737,299.38159,45.592239,Super Earth,Kepler-1848 b
6828,K02524.01,CFRM,40.9905002,7.336,297.3,2.41,627.0,5842.0,4.17,1.41,287.83847,43.153229,Super Earth,Kepler-1268 b
6829,K02597.01,CFRM,8.00504749,3.32,187.5,1.52,1035.0,6398.0,4.411,1.101,296.30197,50.672321,Super Earth,Kepler-394 b
6830,K02597.02,CFRM,12.13070414,3.843,211.2,1.61,901.0,6398.0,4.411,1.101,296.30197,50.672321,Super Earth,Kepler-394 c
6831,K02597.03,CFRM,5.61357653,2.905,162.3,1.41,1165.0,6398.0,4.411,1.101,296.30197,50.672321,Super Earth,Kepler-394 d
6832,K02378.01,CFRM,4.76702759,2.013,163.4,1.19,1046.0,5629.0,4.43,0.937,297.46362,48.181412,Super Earth,Kepler-1215 b
6833,K02450.01,CFRM,16.83203175,4.031,326.0,1.86,690.0,5518.0,4.4,1.008,294.00946,42.880772,Super Earth,Kepler-1243 b
6834,K00248.04,CFRM,18.59611518,2.3052,813.8,1.53,371.0,3834.0,4.708,0.539,292.29459,40.591789,Super Earth,Kepler-49 e
6835,K02602.01,CFRM,11.47685263,2.756,240.6,1.58,796.0,5550.0,4.384,1.032,289.13467,47.062988,Super Earth,Kepler-1287 b
6836,K02383.01,CFRM,4.37033233,2.845,177.8,1.56,1191.0,5657.0,4.282,1.182,287.40533,45.918011,Super Earth,Kepler-1216 b
6837,K02457.01,CFRM,3.70429015,3.37,55.7,1.45,1839.0,6732.0,3.958,1.927,282.30121,46.516201,Super Earth,Kepler-1244 b
6838,K02530.01,CFRM,37.3331165,7.643,187.8,2.5,657.0,5623.0,4.079,1.588,287.80557,45.340549,Super Earth,Kepler-1269 b
6839,K02532.01,CFRM,7.9709719,1.2893,488.4,2.27,760.0,5237.0,4.572,0.826,288.02969,40.344151,Super Earth,Kepler-1852 b
6840,K02534.01,CFRM,3.02558494,3.0008,128.3,1.62,1484.0,6123.0,4.263,1.263,286.3443,37.411968,Super Earth,Kepler-1271 b
6841,K02608.01,CFRM,2.7612237,3.681,66.8,1.84,2017.0,6381.0,3.897,2.232,285.7135,41.605885,Super Earth,Kepler-1288 b
6842,K02387.01,CFRM,2.032319072,1.6762,315.5,1.87,1542.0,6156.0,4.443,1.05,289.18668,50.937561,Super Earth,Kepler-1217 b
6843,K02458.01,CFRM,4.35407371,2.427,277.1,1.63,1043.0,5455.0,4.421,0.909,290.74432,43.26078,Super Earth,Kepler-1245 b
6844,K02460.01,CFRM,11.32269749,3.517,311.0,1.51,554.0,4563.0,4.624,0.642,287.65741,48.982159,Super Earth,Kepler-1246 b
6845,K02462.01,CFRM,12.14684625,6.197,70.7,1.75,1097.0,5877.0,3.927,1.963,298.9917,40.142422,Super Earth,Kepler-1838 b
6846,K02535.01,CFRM,48.8882668,6.468,462.8,2.96,386.0,4821.0,4.529,0.788,284.74792,46.373619,Super Earth,Kepler-1853 b
6847,K00249.01,CFRM,9.549277089,1.5832,1826.9,1.57,374.0,3547.0,4.899,0.369,284.92184,45.972401,Super Earth,Kepler-504 b
6848,K02615.01,CFRM,4.69505576,3.058,240.0,1.49,1098.0,5999.0,4.494,0.959,290.68524,43.859638,Super Earth,Kepler-1290 b
6849,K02389.01,CFRM,22.9221181,8.2,140.3,1.33,684.0,5897.0,4.357,1.081,291.57898,44.531712,Super Earth,Kepler-1218 b
6850,K02392.01,CFRM,7.42697378,3.206,205.2,1.4,899.0,5573.0,4.434,0.982,297.07037,42.977741,Super Earth,Kepler-1220 b
6851,K02543.01,CFRM,1.302017467,1.3692,290.5,1.37,1344.0,4948.0,4.508,0.816,295.90921,51.347939,Super Earth,Kepler-1856 b
6852,K02617.01,CFRM,8.63050092,3.144,325.8,1.43,739.0,5352.0,4.599,0.764,289.37704,40.00116,Super Earth,Kepler-1291 b
6853,K02619.01,CFRM,3.27645723,2.219,323.0,1.71,1195.0,5812.0,4.504,0.963,284.90573,43.949162,Super Earth,Kepler-1292 b
6854,K02393.01,CFRM,4.60300256,2.6848,302.5,1.32,848.0,4821.0,4.529,0.788,294.6647,39.783829,Super Earth,Kepler-1834 b
6855,K02467.01,CFRM,5.05661302,3.926,137.9,1.15,1049.0,5926.0,4.506,0.939,294.22446,50.075588,Super Earth,Kepler-1839 b
6856,K02471.01,CFRM,25.8859397,4.548,217.1,1.66,542.0,5190.0,4.446,0.899,287.70688,40.685242,Super Earth,Kepler-1841 b
6857,K02545.01,CFRM,6.98141327,6.527,38.0,1.42,1384.0,6054.0,3.923,2.163,284.59372,46.44978,Super Earth,Kepler-1274 b
6858,K02547.01,CFRM,8.94337724,2.469,215.1,1.48,946.0,6074.0,4.375,1.005,296.45575,39.598591,Super Earth,Kepler-1857 b
6859,K02625.01,CFRM,3.81371423,1.973,281.0,1.37,1029.0,5547.0,4.571,0.82,291.39786,45.588558,Super Earth,Kepler-1295 b
6860,K02402.01,CFRM,16.3012727,3.974,259.5,1.54,557.0,4873.0,4.558,0.796,285.29575,44.55275,Super Earth,Kepler-1223 b
6861,K02403.01,CFRM,13.32354078,3.873,116.6,1.32,872.0,6113.0,4.341,1.218,286.62576,37.5373,Super Earth,Kepler-1224 b
6862,K02472.01,CFRM,2.607545159,1.3916,351.5,2.07,1431.0,6147.0,4.435,1.096,287.79385,45.98024,Super Earth,Kepler-1250 b
6863,K02473.01,CFRM,3.24417541,1.992,371.9,1.84,1047.0,5094.0,4.469,0.87,291.95999,44.900021,Super Earth,Kepler-389 b
6864,K00246.02,CFRM,9.60505976,3.0063,55.0,0.91,941.0,5790.0,4.279,1.198,291.03232,49.040272,Super Earth,Kepler-68 c
6865,K02552.01,CFRM,3.65690909,2.064,107.4,1.32,1368.0,6078.0,4.294,1.271,293.50049,44.932461,Super Earth,Kepler-1275 b
6866,K02632.01,CFRM,7.12815163,5.522,45.9,1.36,1373.0,6311.0,3.998,1.994,284.42273,49.10622,Super Earth,Kepler-1298 b
6867,K02406.01,CFRM,7.01074295,2.1787,222.8,3.76,1453.0,5814.0,3.745,2.476,290.6333,40.13699,Super Earth,Kepler-1225 b
6868,K02407.01,CFRM,17.2922631,7.042,203.1,2.13,809.0,5936.0,4.261,1.299,296.37692,50.621471,Super Earth,Kepler-1226 b
6869,K02482.01,CFRM,45.0909201,4.605,436.3,2.44,487.0,5790.0,4.528,0.9,292.11517,49.256432,Super Earth,Kepler-1251 b
6870,K02483.01,CFRM,15.0539886,4.422,221.5,1.44,665.0,5475.0,4.479,0.818,298.95032,46.692799,Super Earth,Kepler-1252 b
6871,K02842.01,CFRM,1.565412613,0.7572,2754.6,1.73,648.0,3464.0,4.923,0.328,282.25021,44.921108,Super Earth,Kepler-446 b
6872,K02842.02,CFRM,5.14892346,0.9613,2355.0,1.72,436.0,3464.0,4.923,0.328,282.25021,44.921108,Super Earth,Kepler-446 d
6874,K02920.01,CFRM,6.73968289,4.183,142.0,1.48,1011.0,5511.0,4.261,1.176,280.82339,42.636051,Super Earth,Kepler-1386 b
6875,K02704.02,CFRM,2.984157711,1.2637,2598.0,0.92,401.0,3157.0,5.112,0.18,298.73611,46.498634,Super Earth,Kepler-445 b
6876,K02705.01,CFRM,2.8867624,0.9879,631.8,1.24,557.0,3483.0,4.875,0.389,290.95615,49.366398,Super Earth,Kepler-1319 b
6877,K02848.01,CFRM,13.7872627,5.747,75.1,1.55,894.0,5691.0,4.139,1.458,290.66412,43.49984,Super Earth,Kepler-1882 b
