ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
K00201.01,CFRM,4.225384543,2.82038,7563,9,1111,360.46,5574,4.403,1.054,287.13058,42.350151,Gas Giant,Kepler-491 b
K00216.01,CFRM,20.17202467,3.1488,5368.1,6.24,564,24,5064,4.474,0.864,299.21317,41.424831,Gas Giant,Kepler-118 c
K01787.01,CFRM,98.7179332,6.593,7320,6.99,360,3.97,5808,4.583,0.786,287.95657,41.130329,Gas Giant,Kepler-950 b
K00202.01,CFRM,1.72086129,2.0243,10184,13.25,1647,1743.61,5742,4.297,1.215,286.11032,43.680962,Gas Giant,Kepler-412 b
K01790.01,CFRM,130.3543929,6.474,5128.7,7.7,369,4.36,5970,4.463,1.015,285.37195,41.993912,Gas Giant,Kepler-952 b
K00196.01,CFRM,1.855557556,2.35672,10570,10.05,1436,1004.89,5657,4.441,0.947,294.51324,45.98164,Gas Giant,Kepler-41 b
K01797.01,CFRM,16.78175788,3.7386,908,2.25,545,20.82,4925,4.588,0.742,295.85938,47.93951,Gas Giant,Kepler-954 b
K01800.01,CFRM,7.794302043,1.1081,3387.4,16.51,882,142.82,5494,4.405,0.982,285.26859,48.560009,Gas Giant,Kepler-447 b
K00203.01,CFRM,1.485710994,2.2874,20824,14.48,1562,1404.81,5624,4.432,1.018,298.39526,47.81501,Gas Giant,Kepler-17 b
K01873.01,CFRM,71.3116598,8.813,2138,4.94,475,12.01,6194,4.445,1.069,295.8093,40.008511,Gas Giant,Kepler-328 c
K00197.01,CFRM,17.27629668,3.94738,10458,7.31,538,19.88,4941,4.599,0.738,290.83313,38.184349,Gas Giant,Kepler-489 b
K02133.01,CFRM,6.24667547,11.261,396.8,14.93,1902,3095.83,4604,2.936,6.221,285.67288,44.11673,Gas Giant,Kepler-91 b
K00238.01,CFRM,17.23232894,4.5568,509.8,2.79,817,105.47,6086,4.274,1.216,296.99863,42.78196,Gas Giant,Kepler-123 b
K02154.01,CFRM,11.92979348,6.152,709.3,2.43,770,83.04,5831,4.517,0.921,288.30869,51.478291,Gas Giant,Kepler-1799 b
K00254.01,CFRM,2.455240626,1.72722,36912,10.6,730,67.3,3793,4.697,0.568,292.87289,41.06427,Gas Giant,Kepler-45 b
K02493.01,CFRM,0.663085361,1.1522,322.7,1.6,1681,1894.94,5172,4.6,0.767,297.84149,46.967682,Gas Giant,Kepler-1259 b
K00004.01,CFRM,3.849371737,2.632,1298.6,12.94,2034,4055.29,6244,3.657,2.992,294.35654,38.94738,Gas Giant,Kepler-1658 b
K02672.02,CFRM,42.9923284,4.726,1120.1,3.32,496,14.33,5593,4.45,0.945,296.13281,48.977402,Gas Giant,Kepler-396 b
K02674.01,CFRM,197.5111484,11.106,2575.6,9.52,391,5.54,5616,4.004,1.674,289.65125,43.824421,Gas Giant,Kepler-1311 d
K02744.01,CFRM,109.6469948,6.568,899.7,4.85,428,7.95,5332,4.083,1.453,293.52756,41.111439,Gas Giant,Kepler-1333 b
K00285.01,CFRM,13.74883059,6.0968,425.9,3.63,975,213.84,5862,4.05,1.67,289.08606,41.562958,Gas Giant,Kepler-92 b
K00046.01,CFRM,3.487688776,3.83661,1298.8,5.64,1445,1033.07,5576,4.065,1.593,283.25549,48.355232,Gas Giant,Kepler-101 b
K00367.01,CFRM,31.57865122,2.12791,2125.4,4.52,570,24.94,5733,4.442,0.99,284.47217,39.911812,Gas Giant,Kepler-1656 b
K00370.01,CFRM,42.88247951,9.7471,408.9,3.61,709,59.6,6143,4.039,1.763,291.38776,44.52911,Gas Giant,Kepler-145 c
K00063.01,CFRM,9.43414171,2.8112,3977,5.73,791,92.39,5578,4.518,0.886,289.22617,49.548199,Gas Giant,Kepler-63 b
K00372.01,CFRM,125.6291479,9.108,7841.6,10.02,388,5.35,5819,4.334,1.111,299.12244,41.86676,Gas Giant,Kepler-539 b
K00375.01,CFRM,988.8811177,5.9504,5060,10.81,223,0.58,5755,4.101,1.549,291.2012,51.144279,Gas Giant,Kepler-1704 b
K00377.01,CFRM,19.27082584,4.1281,6660.5,7.74,661,45.05,5779,4.491,0.956,285.57397,38.400902,Gas Giant,Kepler-9 b
K00318.01,CFRM,38.5833679,12.391,1388.2,8.56,761,79.08,6273,4.04,1.927,288.15399,44.068821,Gas Giant,Kepler-522 b
K03115.01,CFRM,5.8660127,3.985,183,1.45,1064,302.77,6020,4.427,1.04,292.65839,49.865189,Gas Giant,Kepler-1431 b
K00423.01,CFRM,21.0871953,5.92691,8894.7,14.43,873,137.06,6266,4.101,1.522,296.96027,46.034302,Gas Giant,Kepler-39 b
K00428.01,CFRM,6.8731664,6.8569,3753.8,13.44,1482,1140.56,6490,3.942,2.179,296.81369,47.526611,Gas Giant,Kepler-40 b
K00490.02,CFRM,1071.232624,16.1784,19046,9.27,129,0.07,4799,4.631,0.692,292.65842,38.34539,Gas Giant,Kepler-167 e
K00508.01,CFRM,7.930583519,3.6083,826.1,3.05,899,154.36,5674,4.446,1.032,284.52118,41.629601,Gas Giant,Kepler-170 b
K00464.01,CFRM,58.36205791,6.3363,5374.7,7.02,446,9.33,5592,4.467,0.953,293.7471,45.10722,Gas Giant,Kepler-561 b
K00089.01,CFRM,84.6877524,10.0248,347.7,3.37,611,32.96,6688,4.062,1.79,299.82117,43.81427,Gas Giant,Kepler-462 b
K00412.01,CFRM,4.147021189,2.8997,3680.7,7.31,1258,590.84,5818,4.266,1.205,283.2576,40.990501,Gas Giant,Kepler-546 b
K00470.01,CFRM,3.750832927,1.9457,2397.9,4.61,1129,383.77,5776,4.512,0.95,296.83838,46.6264,Gas Giant,Kepler-564 b
K00631.01,CFRM,15.45805668,8.79536,4253.2,9.11,871,136.4,5868,4.169,1.407,290.44928,39.854801,Gas Giant,Kepler-628 b
K00614.01,CFRM,12.87471243,2.2491,3860.7,11.26,926,173.5,5963,4.218,1.424,293.58636,42.928909,Gas Giant,Kepler-434 b
K00666.01,CFRM,22.24814617,4.1483,613.7,2.72,609,32.58,5629,4.503,0.943,296.0322,42.131672,Gas Giant,Kepler-640 b
K00674.01,CFRM,16.33888067,9.3599,1718.4,10.47,963,203.31,4877,3.645,2.595,290.32733,42.898281,Gas Giant,Kepler-643 b
K00680.01,CFRM,8.600153929,9.0015,4510.2,26.52,1703,1986.75,6093,3.475,3.913,292.28732,43.197281,Gas Giant,Kepler-435 b
K03439.01,CFRM,41.7084063,8.567,330,2.19,608,32.24,6434,4.394,1.138,296.10791,39.319908,Gas Giant,Kepler-1502 b
K03678.01,CFRM,160.8845197,10.8771,7590.4,9.09,346,3.39,5650,4.313,1.044,289.7916,39.285328,Gas Giant,Kepler-1513 b
K03681.01,CFRM,217.8318429,21.306,9148.7,11.17,343,3.29,6259,4.385,1.167,292.62747,37.860142,Gas Giant,Kepler-1514 b
K03683.01,CFRM,214.3120439,16.2938,4523.4,9.17,380,4.93,6471,4.287,1.357,290.97394,48.178162,Gas Giant,Kepler-1515 b
K03762.01,CFRM,240.7990472,16.666,5022.9,10.31,342,3.22,5758,4.168,1.385,296.66791,49.461861,Gas Giant,Kepler-1519 b
K02076.02,CFRM,219.3215562,12.4124,3628.7,6.11,313,2.27,6063,4.476,1.012,287.47763,46.141178,Gas Giant,Kepler-1085 b
K03728.01,CFRM,5.546083089,2.717,2211,22.27,2336,7027.09,7358,3.538,4.037,287.80722,43.188782,Gas Giant,Kepler-1517 b
K02065.01,CFRM,80.2321467,4.656,888.7,3.24,380,4.91,5436,4.505,0.888,282.86319,41.79668,Gas Giant,Kepler-1789 b
K01658.01,CFRM,1.544928892,1.43586,5817.3,13.43,1997,3765.46,6309,4.199,1.412,294.19211,39.618999,Gas Giant,Kepler-76 b
K03094.01,CFRM,4.5770016,0.949,710,1.33,567,24.38,3805,4.767,0.497,288.87436,51.154121,Gas Giant,Kepler-1904 b
K00754.01,FPOS,1.736952453,2.40641,8079.2,33.46,1395,891.96,5805,4.564,0.791,285.53461,48.28521,N/A,N/A
K00114.01,FPOS,7.36178958,5.022,233.7,39.21,1342,767.22,6227,3.986,1.958,298.86435,42.151569,N/A,N/A
K00742.01,FPOS,11.52144606,3.6399,17984,150.51,753,75.88,5795,4.554,0.848,297.07993,47.597401,N/A,N/A
K00743.01,FPOS,19.40393776,12.2155,8918.7,7.18,523,17.69,5043,4.591,0.68,289.25821,47.635319,N/A,N/A
K00744.01,FPOS,19.22138894,4.79843,74284,49.29,698,55.97,6117,4.496,0.947,295.81454,47.69035,N/A,N/A
K00745.01,FPOS,16.46983774,9.4378,10479,7.94,595,29.61,5152,4.517,0.786,297.15442,47.668701,N/A,N/A
K00748.01,FPOS,2.696370652,3.6129,397.9,1.58,1066,305.34,4989,4.504,0.819,283.76547,47.804298,N/A,N/A
K00113.01,FPOS,386.6030528,6.8057,24927,41.5,297,1.84,5543,4.081,1.58,292.27374,37.671558,N/A,N/A
K00770.01,FPOS,1.50635409,1.5155,2211.7,4.53,1452,1054.12,5714,4.563,0.831,295.66522,49.351009,N/A,N/A
K00771.01,FPOS,670.645531,53.412,18091,14.14,196,0.35,5520,4.466,0.983,296.69861,49.316479,N/A,N/A
K00772.01,FPOS,61.2563628,7.633,5123.3,39.87,505,15.43,6144,4.402,1.091,283.72592,49.479519,N/A,N/A
K00761.01,FPOS,2.701287801,3.3827,860.4,6.54,1222,527.81,5550,4.468,0.91,297.92365,48.777321,N/A,N/A
K00763.01,FPOS,19.65120951,5.2514,11766,12.42,730,67.03,6074,4.391,1.063,291.0939,48.933842,N/A,N/A
K00768.01,FPOS,33.93373447,14.561,8503.7,7.34,430,8.11,5040,4.628,0.705,284.17233,49.360722,N/A,N/A
K00774.01,FPOS,7.442652004,2.3078,24446,15.03,967,206.78,6108,4.469,0.956,288.98682,49.733742,N/A,N/A
K00779.01,FPOS,10.40599802,6.5036,14489,11.23,833,113.94,5746,4.393,0.924,289.23553,50.241001,N/A,N/A
K00798.01,FPOS,3.341913228,3.813,725.3,21.55,1032,268.67,5295,4.551,0.811,292.31595,38.27029,N/A,N/A
K00799.01,FPOS,1.626630225,2.1145,1620.6,32.43,1547,1355.88,5735,4.41,0.973,294.36819,38.31028,N/A,N/A
K00789.01,FPOS,14.1798187,2.505,459.9,1.88,711,60.35,5799,4.539,0.878,291.0448,51.321671,N/A,N/A
K00792.01,FPOS,1.433769925,1.8868,1976.3,46.58,1920,3209.29,6017,4.22,1.339,290.84369,37.728828,N/A,N/A
K00793.01,FPOS,10.31872301,3.836,871.7,28.59,876,139.26,5927,4.409,1.06,291.84891,37.713501,N/A,N/A
K00796.01,FPOS,0.444291966,2.0792,10967,27.51,1836,2706.26,5255,4.678,0.636,290.99689,38.28492,N/A,N/A
K00803.01,FPOS,7.544039,6.222,322.6,17.47,838,116.46,5657,4.567,0.824,293.94116,38.601101,N/A,N/A
K00805.01,FPOS,10.32803571,7.7915,16918,13.28,843,119.31,5627,4.359,1.024,287.69675,38.886452,N/A,N/A
K00807.01,FPOS,1.540397253,2.1541,816.1,25.69,1470,1105.68,5663,4.53,0.915,286.92639,38.921631,N/A,N/A
K00808.01,FPOS,2.99025443,5.414,589.2,1.7,918,168.45,4667,4.578,0.731,287.74881,38.92955,N/A,N/A
K00828.01,FPOS,2.507089906,2.0067,1339.2,30.26,1326,730.47,5926,4.506,0.939,295.37805,40.493401,N/A,N/A
K00819.01,FPOS,38.03672948,4.34617,82872,27.5,500,14.81,5575,4.521,0.932,294.14789,40.055538,N/A,N/A
K00011.01,FPOS,3.747838198,5.0642,616,13.65,1031,266.76,5514,4.569,0.826,291.06152,50.265129,N/A,N/A
K00822.01,FPOS,7.91936937,3.3148,15148,10.34,814,104,5690,4.588,0.776,283.53845,40.217999,N/A,N/A
K00827.01,FPOS,5.97581754,3.065,962.4,3.86,1047,284.25,6108,4.471,0.997,294.22397,40.417858,N/A,N/A
K00839.01,FPOS,2.446737317,4.7211,1177.9,26.25,1261,597.19,5764,4.548,0.863,298.96112,40.862808,N/A,N/A
K00831.01,FPOS,3.9043425,3.831,16228,12.28,1104,351.05,5810,4.526,0.898,294.05676,40.549679,N/A,N/A
K00832.01,FPOS,9.286358079,3.49949,44791,17.61,796,95.03,5670,4.523,0.821,294.74396,40.53392,N/A,N/A
K00833.01,FPOS,3.951405455,2.1862,2453.9,31.44,1133,388.71,6046,4.539,0.869,295.50439,40.505489,N/A,N/A
K00836.01,FPOS,2.384052875,3.0918,1268.1,17.06,1010,244.87,4794,4.58,0.701,299.64285,40.691238,N/A,N/A
K00838.01,FPOS,4.859386384,2.2757,6044.3,38.33,1114,364.23,6072,4.47,0.988,292.21436,40.759762,N/A,N/A
K00848.01,FPOS,3.166465862,2.9381,4357.2,26.82,954,196.31,4968,4.575,0.704,284.86929,41.679192,N/A,N/A
K00859.01,FPOS,10.44331991,2.743,1159.8,2.66,667,46.94,4947,4.516,0.802,286.24356,42.148811,N/A,N/A
K00862.01,FPOS,5.851520671,3.11058,33004,14.62,901,155.89,5532,4.53,0.806,284.08731,42.233231,N/A,N/A
K00866.01,FPOS,2.861159894,1.8832,1014.3,4.37,1355,797.1,6126,4.458,1.021,291.67172,42.343109,N/A,N/A
K00120.01,FPOS,20.5452375,2.517,218.5,2.41,742,71.57,5670,4.206,1.264,294.40192,50.172089,N/A,N/A
K00876.01,FPOS,6.998099523,2.0488,20285,588.66,853,125.22,5612,4.566,0.829,287.88412,42.832439,N/A,N/A
K00121.01,FPOS,8.8111022,5.0683,401.1,63.66,1399,904.92,6200,3.8,2.404,294.46088,38.383461,N/A,N/A
K00894.01,FPOS,7.9426176,6.703,1590.7,4.68,878,140.57,5811,4.521,0.926,299.00143,43.399632,N/A,N/A
K00882.01,FPOS,1.956811408,2.1958,24905,21.58,1109,357.16,5209,4.657,0.603,295.83536,42.943062,N/A,N/A
K00888.01,FPOS,1.000747038,0.9967,1823.5,4.14,1620,1635.2,5472,4.499,0.79,297.97513,43.164909,N/A,N/A
K00895.01,FPOS,4.409409243,3.8636,12861,10.95,1101,347.06,5600,4.368,0.975,296.41019,43.455391,N/A,N/A
K00905.01,FPOS,5.795063956,3.2496,1692.9,4.33,950,192.74,5865,4.563,0.827,296.50754,44.036072,N/A,N/A
K00909.01,FPOS,16.37198661,3.8449,4147.6,540.37,438,8.71,4187,4.656,0.592,298.67862,44.175499,N/A,N/A
K00930.01,FPOS,3.044770796,10.0134,1695,24.54,1076,317.36,5525,4.603,0.753,293.68494,45.51683,N/A,N/A
K00932.01,FPOS,3.855599139,3.183,1030.9,3.57,1158,425.74,5936,4.501,0.965,296.39542,45.56992,N/A,N/A
K00915.01,FPOS,37.60166128,8.30604,59130,27.22,606,31.86,6140,4.354,1.096,282.30603,44.714661,N/A,N/A
K00917.01,FPOS,6.71969089,3.0231,969.7,4.37,952,194.18,5931,4.479,0.866,301.04956,44.706299,N/A,N/A
K00919.01,FPOS,51.42598578,16.9422,66068,29.66,549,21.4,6257,4.41,1.147,290.63898,44.806789,N/A,N/A
K00126.01,FPOS,33.80364366,11.4813,13494,20.7,745,72.71,5855,3.999,1.796,297.47586,41.114288,N/A,Kepler-469 b
K00925.01,FPOS,19.97448524,4.23479,40293,26.56,700,56.84,6108,4.471,0.997,289.72748,45.367661,N/A,N/A
K00927.01,FPOS,23.89963441,3.81881,20953,44.04,652,42.8,6192,4.503,0.924,294.71768,45.48576,N/A,N/A
K00933.01,FPOS,3.187067566,3.119,1037.4,23.88,1079,319.76,5450,4.552,0.811,297.78848,45.565418,N/A,N/A
K00145.01,FPOS,102.9641952,15.735,1896.7,39,797,95.4,5047,3.066,7.119,296.81772,46.781509,N/A,N/A
K01171.01,FPOS,0.445277068,3.539,186.7,35.74,2562,10177.11,6167,4.444,1.064,297.10349,47.64357,N/A,N/A
K00966.01,FPOS,0.379463865,0.86896,1973.3,59.56,3000,19256.81,5075,3.892,1.783,290.91119,38.335579,N/A,N/A
K00967.01,FPOS,9.88047978,2.78458,18541,23.6,860,129.45,6113,4.512,0.917,281.66916,42.038639,N/A,N/A
K00968.01,FPOS,4.6484156,38.1939,128.4,5.06,2259,6152.88,6980,3.577,3.482,295.26682,38.61124,N/A,N/A
K00969.01,FPOS,17.51201477,1.8248,4511.7,13.66,804,98.77,6224,4.33,1.132,287.61633,39.127239,N/A,N/A
K01044.01,FPOS,0.525154153,2.1441,747.5,23.61,2073,4391.51,5582,4.497,0.846,295.09866,41.007038,N/A,N/A
K01045.01,FPOS,1.303861044,4.0541,598.2,27.85,1610,1595.19,5758,4.475,0.902,298.13589,41.332062,N/A,N/A
K01047.01,FPOS,2.55549176,9.083,113.8,23.35,1312,701.68,5948,4.508,0.901,298.77325,41.214729,N/A,N/A
K00014.01,FPOS,2.947376671,2.0911,433.2,403.59,2404,7903.84,8090,4.002,2.234,292.61194,43.305141,N/A,N/A
K01104.01,FPOS,0.890110752,0.8774,321.5,1.25,1372,838.42,4768,4.628,0.711,291.17068,38.008591,N/A,N/A
K01105.01,FPOS,5.76573396,2.924,248,7.47,1964,3518.78,5772,3.364,4.434,294.52557,38.204632,N/A,N/A
K01107.01,FPOS,0.73094589,4.32,250.2,17.12,1922,3248.17,5901,4.553,0.848,289.7962,38.351181,N/A,N/A
K01172.01,FPOS,0.933749106,4.256,186.2,3.22,2863,15822.49,6215,3.849,2.188,292.77588,47.461689,N/A,N/A
K01173.01,FPOS,2.037440623,3.442,118.6,1.19,1572,1448.05,6253,4.415,1.015,295.79526,47.66396,N/A,N/A
K00133.01,FPOS,4.618767792,5.9957,4399.1,7.48,1170,442.78,6013,4.381,1.033,297.31006,49.703041,N/A,N/A
K00976.01,FPOS,52.56901867,6.7507,26900,78.54,737,69.62,7240,4.178,1.717,290.94437,38.538868,N/A,N/A
K01048.01,FPOS,3.411758679,3.158,570.6,14.71,684,51.85,3995,4.71,0.561,298.9917,41.074989,N/A,N/A
K01049.01,FPOS,0.525426427,1.0801,324.6,1.45,2069,4349.62,5791,4.575,0.802,291.82181,41.11269,N/A,N/A
K00146.01,FPOS,8.667822346,4.9658,2121.9,67.37,1303,681.39,6266,3.923,1.889,299.39972,45.316051,N/A,N/A
K01111.01,FPOS,10.26547688,3.733,399.6,1.81,770,83.13,5699,4.553,0.853,292.27905,38.284531,N/A,N/A
K01177.01,FPOS,3.305577989,2.5903,17971,25.89,1027,263.55,5534,4.629,0.707,292.07849,38.631481,N/A,N/A
K01178.01,FPOS,4.800653901,9.0419,15304,16.91,1347,778.45,6715,4.347,1.241,296.13391,38.999008,N/A,N/A
K01179.01,FPOS,15.06649901,5.9885,36348,56.44,932,177.96,5751,4.028,1.626,293.92599,38.73798,N/A,N/A
K01180.01,FPOS,34.82008158,11.1711,18848,11.36,459,10.49,5114,4.522,0.784,286.86926,39.103729,N/A,N/A
K01181.01,FPOS,0.651784374,2.0141,2779.3,33.65,2090,4500.59,5555,4.375,1.061,291.99988,38.437698,N/A,N/A
K00977.01,FPOS,1.353771892,7.012,1349.1,430.99,4903,136609.48,4283,2.012,15.76,292.71964,48.852016,N/A,N/A
K00978.01,FPOS,18.95491633,24.249,867.5,71.39,1139,397.48,6362,3.761,2.534,284.02679,49.415428,N/A,N/A
K00979.01,FPOS,4.348866254,3.2797,625.6,2436.69,6421,401588.95,3598,0.65,101.451,298.80411,40.843563,N/A,N/A
K00980.01,FPOS,47.93094546,2.6897,2144.4,68.02,905,158.41,8214,4.104,1.938,295.59872,50.720669,N/A,N/A
K00981.01,FPOS,3.99751422,3.686,32.8,2.98,2203,5563.95,5066,3.122,5.324,283.73642,44.71331,N/A,N/A
K00982.01,FPOS,1.592633181,5.5605,633.1,1.56,1053,290.51,4506,4.626,0.651,291.76196,37.09864,N/A,N/A
K01114.01,FPOS,7.04710032,2.926,400.9,25.2,986,223.84,5766,4.363,1.068,290.13492,38.404221,N/A,N/A
K01182.01,FPOS,11.11620211,4.211,4843.9,8.96,853,125.21,6122,4.471,0.996,295.29193,38.964588,N/A,N/A
K01183.01,FPOS,1.922861499,3.5734,1916.2,5.09,1392,884.12,5778,4.531,0.911,291.44507,38.637211,N/A,N/A
K01184.01,FPOS,0.635445336,1.8592,2547.4,19,1177,451.42,3920,4.7,0.55,285.08026,39.18211,N/A,N/A
K01185.01,FPOS,1.665784138,1.8946,2006.2,97.27,2636,11424.49,6261,3.686,2.789,291.47629,38.50058,N/A,N/A
K01186.01,FPOS,55.6639167,23.546,3414.4,34.14,434,8.38,5587,4.528,0.853,294.74054,39.015511,N/A,N/A
K00983.01,FPOS,7.1548608,7.694,780.4,7.41,1482,1141.57,7443,4.166,1.739,289.87411,49.68549,N/A,N/A
K00985.01,FPOS,2.002779769,2.231,260.5,1.42,1311,696.4,5346,4.44,0.892,298.44775,47.264999,N/A,N/A
K01054.01,FPOS,3.3226948,3.568,78.7,15.33,3859,52428.3,5234,2.41,16.959,288.68259,41.30732,N/A,N/A
K01055.01,FPOS,36.97708808,4.737,1269.9,38.6,602,31.08,5589,4.193,1.239,288.44287,41.17218,N/A,N/A
K01056.01,FPOS,1.851409163,10.232,232.5,20.42,2154,5090.14,7117,4.176,1.469,293.2735,41.25769,N/A,N/A
K01057.01,FPOS,1.303859704,2.8239,36.7,0.98,2393,7759.2,6802,4.103,1.521,298.13794,41.334358,N/A,N/A
K00147.01,FPOS,145.5624926,5.4126,2931.6,40.15,387,5.33,6148,4.346,1.095,286.49072,37.489979,N/A,N/A
K01119.01,FPOS,7.24476126,2.3145,58,0.65,837,116.02,5370,4.494,0.874,294.49011,38.194126,N/A,N/A
K00989.01,FPOS,81.221876,4.1135,9883,16.59,385,5.2,5619,4.536,0.874,296.38229,48.045311,N/A,N/A
K00989.02,FPOS,0.817026268,2.0799,1145.5,2.92,1784,2386.13,5619,4.536,0.874,296.38229,48.045311,N/A,N/A
K01058.01,FPOS,5.670155713,0.9361,536.7,5.85,341,3.21,3337,5.126,0.183,292.26181,41.442554,N/A,N/A
K01119.02,FPOS,13.55480534,2.288,48.3,0.62,679,50.41,5370,4.494,0.874,294.49011,38.194126,N/A,N/A
K01120.01,FPOS,29.74454668,23.2842,66894,20.06,455,10.1,4889,4.569,0.788,297.75708,41.680454,N/A,N/A
K01121.01,FPOS,14.15402428,4.47001,61625,53.25,777,86.13,5850,4.404,1.037,290.35294,41.769741,N/A,N/A
K01122.01,FPOS,0.844786082,3.5289,2468.5,35.27,1864,2846.03,5705,4.452,0.915,298.71152,41.635792,N/A,N/A
K01123.01,FPOS,0.848483947,1.4451,1907.4,32.11,1908,3117.82,5941,4.504,0.936,292.23679,41.7393,N/A,N/A
K01124.01,FPOS,11.99097576,5.7401,2124.3,37.47,880,141.63,6110,4.352,1.072,296.29855,41.602718,N/A,N/A
K01200.01,FPOS,0.393726813,2.95,564.6,24.17,2705,12661.53,6277,4.449,1.031,294.65121,38.636459,N/A,N/A
K00990.01,FPOS,67.69213907,51.349,25457,175.98,1173,448.21,5355,2.754,10.703,293.47363,46.970402,N/A,N/A
K00140.01,FPOS,19.97867,10.168,944.3,6.85,1351,788.02,9651,4.229,1.895,299.15353,40.286961,N/A,N/A
K01062.01,FPOS,15.45158184,2.406,85.3,2.02,1285,643.83,7839,4.08,2.069,297.98123,41.44487,N/A,N/A
K01063.01,FPOS,89.69816853,5.5418,273110,102.08,554,22.33,6214,4.021,1.583,299.0209,44.17276,N/A,N/A
K01064.01,FPOS,1.187352427,4.999,20703,67.35,2251,6067.3,6424,4.186,1.489,285.06335,44.167885,N/A,N/A
K00015.01,FPOS,3.012476582,3.1424,1138.5,65.25,2371,7471.65,8601,4.137,2.031,294.1434,39.089779,N/A,N/A
K01125.01,FPOS,7.814839231,3.0122,2010.3,5.33,903,156.74,5887,4.499,0.931,294.02725,41.675968,N/A,N/A
K01126.01,FPOS,29.7452499,22.695,778.9,3.6,557,22.74,5334,4.372,1.004,297.75311,41.675991,N/A,N/A
K01187.01,FPOS,0.741057213,1.05299,1996.3,26.67,1730,2128.29,5496,4.592,0.776,291.07126,38.999039,N/A,N/A
K01188.01,FPOS,2.988085455,3.68,802.8,21.81,1101,348.05,5497,4.577,0.809,294.07071,38.981331,N/A,N/A
K01189.01,FPOS,2.783883492,2.4546,903.9,67.17,1934,3304.55,6028,3.835,2.147,295.94055,38.876389,N/A,N/A
K01190.01,FPOS,0.393727296,3.02,903.5,23.05,2216,5746.51,5628,4.575,0.808,294.61893,38.611889,N/A,N/A
K00995.01,FPOS,25.9518461,14.581,1058.5,22.32,521,17.37,5372,4.584,0.796,293.71075,38.983608,N/A,N/A
K00996.01,FPOS,25.9518536,14.755,2017.9,24.6,494,14.09,5198,4.604,0.742,293.67657,38.991379,N/A,N/A
K00997.01,FPOS,5.68628739,17.573,5559.7,4.5,1059,297.81,6052,4.442,0.956,290.77863,37.564079,N/A,N/A
K00136.01,FPOS,15.66388695,2.4775,5144.4,27.36,1060,298.77,5996,3.901,2.221,289.87347,43.203838,N/A,N/A
K01065.01,FPOS,4.020628573,4.4085,20901,16.94,1232,543.92,6210,4.45,1.033,295.03925,44.191059,N/A,N/A
K01067.01,FPOS,185.0228822,4.87326,43547,49.82,379,4.89,6025,4.237,1.367,296.30942,44.165741,N/A,N/A
K01068.01,FPOS,2.897432135,3.1793,1223.7,14.35,2170,5240,5970,3.619,2.994,300.867,44.14529,N/A,N/A
K01130.01,FPOS,2.757794163,2.7644,39043,20.05,1231,542.43,5747,4.514,0.891,282.60336,44.28698,N/A,N/A
K01132.01,FPOS,1.914158508,3.2917,7829.2,13.63,1646,1730.47,6289,4.407,1.118,301.01672,44.233841,N/A,N/A
K01196.01,FPOS,3.98216698,2.396,381.3,3.32,1374,842.48,5570,4.066,1.548,292.92276,38.47728,N/A,N/A
K01197.01,FPOS,0.643794198,1.5662,456.7,19.51,2011,3852.91,5958,4.561,0.83,292.35287,38.942471,N/A,N/A
K00998.01,FPOS,161.7883271,5.31,87750,36.14,375,4.68,6018,4.327,1.212,291.38269,37.07299,N/A,N/A
K01000.01,FPOS,0.856895349,1.3078,82.2,0.82,1881,2960.82,6021,4.537,0.873,291.07446,37.744389,N/A,N/A
K01133.01,FPOS,5.251916208,4.9095,10624,37.15,952,194.17,5542,4.52,0.872,294.99734,44.321388,N/A,N/A
K01134.01,FPOS,100.3039228,8.702,5450,29.55,313,2.26,5055,4.566,0.772,284.51962,44.453941,N/A,N/A
K01135.01,FPOS,0.986620248,3.9722,1345.8,43.98,2308,6719.67,6243,4.176,1.385,301.40067,44.318039,N/A,N/A
K01003.01,FPOS,8.360616221,7.5385,28066,40.35,1263,601.6,5463,3.79,2.445,290.32791,37.726742,N/A,N/A
K01004.01,FPOS,1.838514968,2.7391,2721.7,4.86,1426,974.1,5751,4.508,0.94,292.89935,37.656059,N/A,N/A
K01071.01,FPOS,1.09206833,1.8596,219.2,1.29,1611,1588.89,5639,4.551,0.859,295.51108,44.109261,N/A,N/A
K01073.01,FPOS,1.613001111,2.394,104.1,1.25,1680,1878.1,5580,4.223,1.205,300.32898,44.151119,N/A,N/A
K01075.01,FPOS,1.343767797,1.9405,4702.6,18.66,2654,11675.38,6324,3.8,2.312,299.70078,47.291752,N/A,N/A
K01076.01,FPOS,29.12436474,3.4209,6496,15.25,356,3.81,4457,4.767,0.481,297.39066,47.255711,N/A,N/A
K01138.01,FPOS,31.82814583,2.917,4456.8,35.8,564,23.97,5908,4.507,0.92,284.99738,44.410198,N/A,N/A
K01139.01,FPOS,3.629442796,5.63,426.6,3.28,1434,1001.35,6506,4.336,1.217,296.29196,44.33226,N/A,N/A
K01140.01,FPOS,0.553261874,0.8875,1038.1,97.36,3689,43709.08,5679,3.565,3.142,301.47577,44.319759,N/A,N/A
